"","KEGG_ID","Human1_ID","Irreversible_Human1","Irreversible.Old","Irreversible","Fil.Irreversible","Pathway","RN","Reaction_formula","C_in","C_out","C_in_name","C_out_name","M_name","Human1.EQUATION","KEGG.EC","Rhea","Gene_symbol_HSA","Human1.ECNumber","Human1.Ensembl","Human1.Symbol","New_KEGG_Symbol","Final.EC","Final.Symbol","RHEA_ID","Reactome_ID","Reactants_SL","Products_SL","SL_change","Reactome_SL","Final_SL","Final_SL_abbr","SL.confirmed","Note","is_core_pathway","Transporter_Class","Is.transport.reaction","is.reaction.group","Reaction.group.Note","is.newly.added.nucleotide.metabolism","is.nucleotide.metabolism","KEGG_module_ids","KEGG_module_names","BDRL_id","C_in_v1.1","C_out_v1.1"
"BDRL_M_1612","R04854","MAR01935","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis;Metabolic pathways","rn00140;rn01100","C05500 + C00007 + 2 C00662 + 2 C00080 <=> C05501 + C00001 + 2 C00667","C05500_c + C00007_c + C00662_c + C00080_c","C05501_c + C00001_c + C00667_c","20alpha-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + H+","20alpha,22beta-Dihydroxycholesterol + H2O + Oxidized adrenal ferredoxin","20alpha-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + H+ = 20alpha,22beta-Dihydroxycholesterol + H2O + Oxidized adrenal ferredoxin","20-hydroxycholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20alpha,22beta dihydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c]","1.14.15.6",NA,"CYP11A1","1.14.15.6","ENSG00000140459","CYP11A1","CYP11A1","1.14.15.6","CYP11A1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00107","Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone","BDRL_M_1612","C05500_c + C00007_c + C00662_c + C00080_c","C05501_c + C00001_c + C00667_c"
"BDRL_M_1613","R04855","MAR01928","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis;Metabolic pathways","rn00140;rn01100","C05502 + C00007 + 2 C00662 + 2 C00080 <=> C05501 + C00001 + 2 C00667","C05502_m + C00007_m + C00662_m + C00080_m","C05501_m + C00001_m + C00667_m","22(R)-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + H+","20alpha,22beta-Dihydroxycholesterol + H2O + Oxidized adrenal ferredoxin","22(R)-Hydroxycholesterol + Oxygen + Reduced adrenal ferredoxin + H+ = 20alpha,22beta-Dihydroxycholesterol + H2O + Oxidized adrenal ferredoxin","22beta-hydroxycholesterol[m] + H+[m] + NADPH[m] + O2[m] => 20alpha,22beta dihydroxycholesterol[m] + H2O[m] + NADP+[m]","1.14.15.6","34342","CYP11A1","1.14.15.16","ENSG00000140459","CYP11A1","CYP11A1","1.14.15.16","CYP11A1","34339","R-HSA-193065","m","m","m","mitochondrial matrix","Mitochondria","m","Y","","Y","","N","N","","0","0","M00107","Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone","BDRL_M_1613","C05502_m + C00007_m + C00662_m + C00080_m","C05501_m + C00001_m + C00667_m"
"BDRL_M_1614","R04856","MAR00790","TRUE","TRUE","FALSE","TRUE","Sphingolipid metabolism;Metabolic pathways","rn00600;rn01100","C06125 + C00001 <=> C02686 + C00059","C06125_l + C00001_l","C02686_l + C00059_l","Sulfatide + H2O","Galactosylceramide + Sulfate","Sulfatide + H2O = Galactosylceramide + Sulfate","H2O[l] + sulfatide[l] => D-galactosyl-N-acylsphingosine[l] + H+[l] + sulfate[l]","3.1.6.1;3.1.6.8","21303","ARSA","3.1.6.8","ENSG00000006756 or ENSG00000100299 or ENSG00000157399","ARSD or ARSA or ARSL","ARSA","3.1.6.8","ARSD;ARSA;ARSL","21300","R-HSA-1606807","l","l","l","lysosomal lumen","Lysosome","l","Y","","Y","","N","N","","0","0","","","BDRL_M_1614","C06125_l + C00001_l","C02686_l + C00059_l"
"BDRL_M_1615","R04858","MAR08641","TRUE",NA,"FALSE","TRUE","Cysteine and methionine metabolism;Metabolic pathways","rn00270;rn01100","C00019 + C00856 <=> C00021 + C02967","C00019_n + C00856_n","C00021_n + C02967_n","S-Adenosyl-L-methionine + DNA cytosine","S-Adenosyl-L-homocysteine + 5-Methylcytosine in DNA","S-Adenosyl-L-methionine + DNA cytosine = S-Adenosyl-L-homocysteine + 5-Methylcytosine in DNA","DNA[n] + SAM[n] => DNA-5-methylcytosine[n] + H+[n] + SAH[n]","2.1.1.37",NA,"DNMT1;DNMT3A;DNMT3B","2.1.1.37","(ENSG00000088305 and ENSG00000130816) or ENSG00000107614 or ENSG00000119772 or ENSG00000142182","(DNMT3B and DNMT1) or TRDMT1 or DNMT3A or DNMT3L","DNMT1;DNMT3A;DNMT3B","2.1.1.37","DNMT1;DNMT3A;DNMT3B","","","n","n","n","","Nucleus","n","Y","","Y","","N","N","","0","0","M00035","Methionine degradation","BDRL_M_1615","C00019_n + C00856_n","C00021_n + C02967_n"
"BDRL_M_1616","R04866","MAR06976","TRUE","FALSE","FALSE","TRUE","Lysine degradation;Metabolic pathways","rn00310;rn01100","C00019 + C05544 <=> C00021 + C05545","C00019_c + C05544_c","C00021_c + C05545_c","S-Adenosyl-L-methionine + Protein N6-methyl-L-lysine","S-Adenosyl-L-homocysteine + Protein N6,N6-dimethyl-L-lysine","S-Adenosyl-L-methionine + Protein N6-methyl-L-lysine = S-Adenosyl-L-homocysteine + Protein N6,N6-dimethyl-L-lysine","[protein]-N6-methyl-L-lysine[c] + SAM[c] => [protein]-N6,N6-dimethyl-L-lysine[c] + H+[c] + SAH[c]","2.1.1.59;2.1.1.60;2.1.1.354;2.1.1.355;2.1.1.356;2.1.1.357;2.1.1.359;2.1.1.360;2.1.1.362;2.1.1.368;2.1.1.370;2.1.1.371;2.1.1.372","54199","CAMKMT;PRDM7;SMYD1;SETD1B;KMT2A;ASH1L;KMT2E;SMYD2;PRDM9;KMT2C;SMYD3;KMT2D;SETD1A;KMT2B;EHMT2;SUV39H1;PRDM2;SUV39H2;EHMT1;SETDB2;EZH2;SETMAR;NSD1;NSD2;SETD2;DOT1L;KMT5B;KMT5C;NSD3","2.1.1.43","(ENSG00000055609 and ENSG00000272333) or (ENSG00000055609 and ENSG00000167548) or ENSG00000099381 or ENSG00000101945 or ENSG00000104885 or ENSG00000109685 or ENSG00000110066 or ENSG00000116539 or ENSG00000118058 or ENSG00000133247 or ENSG00000136169 or ENSG00000139718 or ENSG00000143379 or ENSG00000145391 or ENSG00000147548 or ENSG00000152455 or ENSG00000165671 or ENSG00000170364 or ENSG00000181090 or ENSG00000181555 or ENSG00000183955 or ENSG00000185420 or ENSG00000204371","(KMT2C and KMT2B) or (KMT2C and KMT2D) or SETD1A or SUV39H1 or DOT1L or NSD2 or KMT5B or ASH1L or KMT2A or KMT5C or SETDB2 or SETD1B or SETDB1 or SETD7 or NSD3 or SUV39H2 or NSD1 or SETMAR or EHMT1 or SETD2 or KMT5A or SMYD3 or EHMT2","CAMKMT;PRDM7;SMYD1;SETD1B;KMT2A;ASH1L;KMT2E;SMYD2;PRDM9;KMT2C;SMYD3;KMT2D;SETD1A;KMT2B;EHMT2;SUV39H1;PRDM2;SUV39H2;EHMT1;SETDB2;EZH1;EZH2;SETMAR;NSD1;NSD2;SETD2;DOT1L;KMT5B;KMT5C;NSD3","2.1.1.43","KMT2C;KMT2B;KMT2D;SETD1A;SUV39H1;DOT1L;NSD2;KMT5B;ASH1L;KMT2A;KMT5C;SETDB2;SETD1B;SETDB1;SETD7;NSD3;SUV39H2;NSD1;SETMAR;EHMT1;SETD2;KMT5A;SMYD3;EHMT2","54196","","c,protein","c,protein","c,protein","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1616","C00019_c + C05544_c","C00021_c + C05545_c"
"BDRL_M_1617","R04867","MAR06977","TRUE","FALSE","FALSE","TRUE","Lysine degradation;Metabolic pathways","rn00310;rn01100","C00019 + C05545 <=> C00021 + C05546","C00019_c + C05545_c","C00021_c + C05546_c","S-Adenosyl-L-methionine + Protein N6,N6-dimethyl-L-lysine","S-Adenosyl-L-homocysteine + Protein N6,N6,N6-trimethyl-L-lysine","S-Adenosyl-L-methionine + Protein N6,N6-dimethyl-L-lysine = S-Adenosyl-L-homocysteine + Protein N6,N6,N6-trimethyl-L-lysine","[protein]-N6,N6-dimethyl-L-lysine[c] + SAM[c] => [protein]-N6,N6,N6-trimethyl-L-lysine[c] + H+[c] + SAH[c]","2.1.1.59;2.1.1.60;2.1.1.354;2.1.1.355;2.1.1.356;2.1.1.359;2.1.1.360;2.1.1.366;2.1.1.372","54203","CAMKMT;PRDM7;SMYD1;SETD1B;KMT2A;ASH1L;KMT2E;SMYD2;PRDM9;KMT2C;SMYD3;KMT2D;SETD1A;KMT2B;EHMT2;SUV39H1;PRDM2;SUV39H2;EHMT1;SETDB2;EZH2;SETD2;DOT1L;SETDB1","2.1.1.43","(ENSG00000055609 and ENSG00000272333) or (ENSG00000055609 and ENSG00000167548) or ENSG00000099381 or ENSG00000101945 or ENSG00000104885 or ENSG00000109685 or ENSG00000110066 or ENSG00000116539 or ENSG00000118058 or ENSG00000133247 or ENSG00000136169 or ENSG00000139718 or ENSG00000143379 or ENSG00000145391 or ENSG00000147548 or ENSG00000152455 or ENSG00000165671 or ENSG00000170364 or ENSG00000181090 or ENSG00000181555 or ENSG00000183955 or ENSG00000185420 or ENSG00000204371","(KMT2C and KMT2B) or (KMT2C and KMT2D) or SETD1A or SUV39H1 or DOT1L or NSD2 or KMT5B or ASH1L or KMT2A or KMT5C or SETDB2 or SETD1B or SETDB1 or SETD7 or NSD3 or SUV39H2 or NSD1 or SETMAR or EHMT1 or SETD2 or KMT5A or SMYD3 or EHMT2","CAMKMT;PRDM7;SMYD1;SETD1B;KMT2A;ASH1L;KMT2E;SMYD2;PRDM9;KMT2C;SMYD3;KMT2D;SETD1A;KMT2B;EHMT2;SUV39H1;PRDM2;SUV39H2;EHMT1;SETDB2;EZH1;EZH2;SETD2;DOT1L;SETDB1","2.1.1.43","KMT2C;KMT2B;KMT2D;SETD1A;SUV39H1;DOT1L;NSD2;KMT5B;ASH1L;KMT2A;KMT5C;SETDB2;SETD1B;SETDB1;SETD7;NSD3;SUV39H2;NSD1;SETMAR;EHMT1;SETD2;KMT5A;SMYD3;EHMT2","54200","","c,protein","c,protein","c,protein","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1617","C00019_c + C05545_c","C00021_c + C05546_c"
"BDRL_M_1618","R04867","MAR08027","TRUE","FALSE","FALSE","TRUE","Lysine degradation;Metabolic pathways","rn00310;rn01100","C00019 + C05545 <=> C00021 + C05546","C00019_n + C05545_n","C00021_n + C05546_n","S-Adenosyl-L-methionine + Protein N6,N6-dimethyl-L-lysine","S-Adenosyl-L-homocysteine + Protein N6,N6,N6-trimethyl-L-lysine","S-Adenosyl-L-methionine + Protein N6,N6-dimethyl-L-lysine = S-Adenosyl-L-homocysteine + Protein N6,N6,N6-trimethyl-L-lysine","[protein]-N6,N6-dimethyl-L-lysine[n] + SAM[n] => [protein]-N6,N6,N6-trimethyl-L-lysine[n] + H+[n] + SAH[n]","2.1.1.59;2.1.1.60;2.1.1.354;2.1.1.355;2.1.1.356;2.1.1.359;2.1.1.360;2.1.1.366;2.1.1.372","54203","CAMKMT;PRDM7;SMYD1;SETD1B;KMT2A;ASH1L;KMT2E;SMYD2;PRDM9;KMT2C;SMYD3;KMT2D;SETD1A;KMT2B;EHMT2;SUV39H1;PRDM2;SUV39H2;EHMT1;SETDB2;EZH2;SETD2;DOT1L;SETDB1","2.1.1.43","(ENSG00000055609 and ENSG00000272333) or (ENSG00000055609 and ENSG00000167548) or ENSG00000099381 or ENSG00000101945 or ENSG00000104885 or ENSG00000106462 or ENSG00000108799 or ENSG00000109685 or ENSG00000110066 or ENSG00000116539 or ENSG00000118058 or ENSG00000133247 or ENSG00000136169 or ENSG00000139718 or ENSG00000143379 or ENSG00000145391 or ENSG00000147548 or ENSG00000152455 or ENSG00000165671 or ENSG00000170364 or ENSG00000181090 or ENSG00000181555 or ENSG00000183955 or ENSG00000204371","(KMT2C and KMT2B) or (KMT2C and KMT2D) or SETD1A or SUV39H1 or DOT1L or EZH2 or EZH1 or NSD2 or KMT5B or ASH1L or KMT2A or KMT5C or SETDB2 or SETD1B or SETDB1 or SETD7 or NSD3 or SUV39H2 or NSD1 or SETMAR or EHMT1 or SETD2 or KMT5A or EHMT2","CAMKMT;PRDM7;SMYD1;SETD1B;KMT2A;ASH1L;KMT2E;SMYD2;PRDM9;KMT2C;SMYD3;KMT2D;SETD1A;KMT2B;EHMT2;SUV39H1;PRDM2;SUV39H2;EHMT1;SETDB2;EZH1;EZH2;SETD2;DOT1L;SETDB1","2.1.1.43","KMT2C;KMT2B;KMT2D;SETD1A;SUV39H1;DOT1L;EZH2;EZH1;NSD2;KMT5B;ASH1L;KMT2A;KMT5C;SETDB2;SETD1B;SETDB1;SETD7;NSD3;SUV39H2;NSD1;SETMAR;EHMT1;SETD2;KMT5A;EHMT2","54200","","n,protein","n,protein","n,protein","","Nucleus","n","Y","","Y","","N","N","","0","0","","","BDRL_M_1618","C00019_n + C05545_n","C00021_n + C05546_n"
"BDRL_M_1619","R04880","MAR06756","FALSE","FALSE","FALSE","FALSE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05576 + C00003 <=> C05577 + C00004 + C00080","C05577_c + C00004_c + C00080_c","C05576_c + C00003_c","3,4-Dihydroxymandelaldehyde + NADH + H+","3,4-Dihydroxyphenylethyleneglycol + NAD+"," 3,4-Dihydroxymandelaldehyde + NADH + H+ = 3,4-Dihydroxyphenylethyleneglycol + NAD+ ","3,4-dihydroxymandelaldehyde[c] + H+[c] + NADH[c] <=> 3,4-dihydroxyphenylethyleneglycol[c] + NAD+[c]","1.1.1.1","31150","ADH1A;ADH1B;ADH1C;ADH4;ADH5;ADH6;ADH7","1.1.1.1","ENSG00000147576 or ENSG00000172955 or ENSG00000187758 or ENSG00000196344 or ENSG00000196616 or ENSG00000197894 or ENSG00000198099 or ENSG00000248144","ADHFE1 or ADH6 or ADH1A or ADH7 or ADH1B or ADH5 or ADH4 or ADH1C","ADH1A;ADH1B;ADH1C;ADH4;ADH5;ADH6;ADH7","1.1.1.1","ADHFE1;ADH6;ADH1A;ADH7;ADH1B;ADH5;ADH4;ADH1C","31150;31147","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1619","C05577_c + C00004_c + C00080_c","C05576_c + C00003_c"
"BDRL_M_1620","R04881","MAR06757","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C00019 + C05576 <=> C00021 + C05594","C00019_c + C05576_c","C00021_c + C05594_c","S-Adenosyl-L-methionine + 3,4-Dihydroxyphenylethyleneglycol","S-Adenosyl-L-homocysteine + 3-Methoxy-4-hydroxyphenylethyleneglycol","S-Adenosyl-L-methionine + 3,4-Dihydroxyphenylethyleneglycol = S-Adenosyl-L-homocysteine + 3-Methoxy-4-hydroxyphenylethyleneglycol","3,4-dihydroxyphenylethyleneglycol[c] + SAM[c] => 3-methoxy-4-hydroxyphenylethyleneglycol[c] + H+[c] + SAH[c]","2.1.1.6",NA,"COMT;LRTOMT","2.1.1.6","ENSG00000093010 or ENSG00000184154","COMT or LRTOMT","COMT;LRTOMT","2.1.1.6","COMT;LRTOMT","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1620","C00019_c + C05576_c","C00021_c + C05594_c"
"BDRL_M_1621","R04882","MAR06753","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05577 + C00003 + C00001 <=> C05580 + C00004 + C00080","C05577_c + C00003_c + C00001_c","C05580_c + C00004_c + C00080_c","3,4-Dihydroxymandelaldehyde + NAD+ + H2O","3,4-Dihydroxymandelate + NADH + H+","3,4-Dihydroxymandelaldehyde + NAD+ + H2O = 3,4-Dihydroxymandelate + NADH + H+","3,4-dihydroxymandelaldehyde[c] + H2O[c] + NAD+[c] => 3,4-dihydroxymandelate[c] + 2 H+[c] + NADH[c]","1.2.1.5",NA,"ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3","ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ALDH3A1;ALDH3B1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1621","C05577_c + C00003_c + C00001_c","C05580_c + C00004_c + C00080_c"
"BDRL_M_1622","R04883","MAR06754","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05577 + C00006 + C00001 <=> C05580 + C00005 + C00080","C05577_c + C00006_c + C00001_c","C05580_c + C00005_c + C00080_c","3,4-Dihydroxymandelaldehyde + NADP+ + H2O","3,4-Dihydroxymandelate + NADPH + H+","3,4-Dihydroxymandelaldehyde + NADP+ + H2O = 3,4-Dihydroxymandelate + NADPH + H+","3,4-dihydroxymandelaldehyde[c] + H2O[c] + NADP+[c] => 3,4-dihydroxymandelate[c] + 2 H+[c] + NADPH[c]","1.2.1.5",NA,"ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3","ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ALDH3A1;ALDH3B1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1622","C05577_c + C00006_c + C00001_c","C05580_c + C00005_c + C00080_c"
"BDRL_M_1623","R04887","MAR06755","FALSE","FALSE","FALSE","FALSE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C00019 + C05580 <=> C00021 + C05584","C00019_c + C05580_c","C00021_c + C05584_c","S-Adenosyl-L-methionine + 3,4-Dihydroxymandelate","S-Adenosyl-L-homocysteine + 3-Methoxy-4-hydroxymandelate","S-Adenosyl-L-methionine + 3,4-Dihydroxymandelate = S-Adenosyl-L-homocysteine + 3-Methoxy-4-hydroxymandelate","3,4-dihydroxymandelate[c] + SAM[c] <=> H+[c] + SAH[c] + vanillylmandelate[c]","2.1.1.6",NA,"COMT;LRTOMT","2.1.1.6","ENSG00000093010 or ENSG00000184154","COMT or LRTOMT","COMT;LRTOMT","2.1.1.6","COMT;LRTOMT","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1623","C00019_c + C05580_c","C00021_c + C05584_c"
"BDRL_M_1624","R04888","MAR06766","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05581 + C00003 + C00001 <=> C05582 + C00004 + C00080","C05581_c + C00003_c + C00001_c","C05582_c + C00004_c + C00080_c","3-Methoxy-4-hydroxyphenylacetaldehyde + NAD+ + H2O","Homovanillate + NADH + H+","3-Methoxy-4-hydroxyphenylacetaldehyde + NAD+ + H2O = Homovanillate + NADH + H+","3-methoxy-4-hydroxyphenylacetaldehyde[c] + H2O[c] + NAD+[c] => 2 H+[c] + homovanillate[c] + NADH[c]","1.2.1.5",NA,"ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3","ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ALDH3A1;ALDH3B1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1624","C05581_c + C00003_c + C00001_c","C05582_c + C00004_c + C00080_c"
"BDRL_M_1625","R04889","MAR06767","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05581 + C00006 + C00001 <=> C05582 + C00005 + C00080","C05581_c + C00006_c + C00001_c","C05582_c + C00005_c + C00080_c","3-Methoxy-4-hydroxyphenylacetaldehyde + NADP+ + H2O","Homovanillate + NADPH + H+","3-Methoxy-4-hydroxyphenylacetaldehyde + NADP+ + H2O = Homovanillate + NADPH + H+","3-methoxy-4-hydroxyphenylacetaldehyde[c] + H2O[c] + NADP+[c] => 2 H+[c] + homovanillate[c] + NADPH[c]","1.2.1.5",NA,"ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3","ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ALDH3A1;ALDH3B1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1625","C05581_c + C00006_c + C00001_c","C05582_c + C00005_c + C00080_c"
"BDRL_M_1626","R04890","MAR06764","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05587 + C00001 + C00007 <=> C05581 + C00027 + C00014","C05587_c + C00001_c + C00007_c","C05581_c + C00027_c + C00014_c","3-Methoxytyramine + H2O + Oxygen","3-Methoxy-4-hydroxyphenylacetaldehyde + Hydrogen peroxide + Ammonia","3-Methoxytyramine + H2O + Oxygen = 3-Methoxy-4-hydroxyphenylacetaldehyde + Hydrogen peroxide + Ammonia","3-methoxytyramine[c] + H2O[c] + O2[c] => 3-methoxy-4-hydroxyphenylacetaldehyde[c] + H+[c] + H2O2[c] + NH3[c]","1.4.3.4",NA,"MAOA;MAOB","1.4.3.4","ENSG00000069535 or ENSG00000189221","MAOB or MAOA","MAOA;MAOB","1.4.3.4","MAOA;MAOB","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1626","C05587_c + C00001_c + C00007_c","C05581_c + C00027_c + C00014_c"
"BDRL_M_1627","R04891","MAR06748","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05583 + C00003 + C00001 <=> C05584 + C00004 + C00080","C05583_c + C00003_c + C00001_c","C05584_c + C00004_c + C00080_c","3-Methoxy-4-hydroxyphenylglycolaldehyde + NAD+ + H2O","3-Methoxy-4-hydroxymandelate + NADH + H+","3-Methoxy-4-hydroxyphenylglycolaldehyde + NAD+ + H2O = 3-Methoxy-4-hydroxymandelate + NADH + H+","3-methoxy-4-hydroxyphenylglycolaldehyde[c] + H2O[c] + NAD+[c] => 2 H+[c] + NADH[c] + vanillylmandelate[c]","1.2.1.5",NA,"ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3","ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ALDH3A1;ALDH3B1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1627","C05583_c + C00003_c + C00001_c","C05584_c + C00004_c + C00080_c"
"BDRL_M_1628","R04892","MAR06749","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05583 + C00006 + C00001 <=> C05584 + C00005 + C00080","C05583_c + C00006_c + C00001_c","C05584_c + C00005_c + C00080_c","3-Methoxy-4-hydroxyphenylglycolaldehyde + NADP+ + H2O","3-Methoxy-4-hydroxymandelate + NADPH + H+","3-Methoxy-4-hydroxyphenylglycolaldehyde + NADP+ + H2O = 3-Methoxy-4-hydroxymandelate + NADPH + H+","3-methoxy-4-hydroxyphenylglycolaldehyde[c] + H2O[c] + NADP+[c] => 2 H+[c] + NADPH[c] + vanillylmandelate[c]","1.2.1.5",NA,"ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254","ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3","ALDH3A1;ALDH3B1;ALDH3B2","1.2.1.5","ALDH3A1;ALDH3B1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1628","C05583_c + C00006_c + C00001_c","C05584_c + C00005_c + C00080_c"
"BDRL_M_1629","R04893","MAR06751","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05589 + C00001 + C00007 <=> C05583 + C00014 + C00027","C05589_c + C00001_c + C00007_c","C05583_c + C00014_c + C00027_c","L-Normetanephrine + H2O + Oxygen","3-Methoxy-4-hydroxyphenylglycolaldehyde + Ammonia + Hydrogen peroxide","L-Normetanephrine + H2O + Oxygen = 3-Methoxy-4-hydroxyphenylglycolaldehyde + Ammonia + Hydrogen peroxide","H2O[c] + normetanephrine[c] + O2[c] => 3-methoxy-4-hydroxyphenylglycolaldehyde[c] + H+[c] + H2O2[c] + NH3[c]","1.4.3.4",NA,"MAOA;MAOB","1.4.3.4","ENSG00000069535 or ENSG00000189221","MAOB or MAOA","MAOA;MAOB","1.4.3.4","MAOA;MAOB","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1629","C05589_c + C00001_c + C00007_c","C05583_c + C00014_c + C00027_c"
"BDRL_M_1630","R04894","MAR06747","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C05588 + C00001 + C00007 <=> C05583 + C00027 + C00218","C05588_c + C00001_c + C00007_c","C05583_c + C00027_c + C00218_c","L-Metanephrine + H2O + Oxygen","3-Methoxy-4-hydroxyphenylglycolaldehyde + Hydrogen peroxide + Methylamine","L-Metanephrine + H2O + Oxygen = 3-Methoxy-4-hydroxyphenylglycolaldehyde + Hydrogen peroxide + Methylamine","H2O[c] + L-metanephrine[c] + O2[c] => 3-methoxy-4-hydroxyphenylglycolaldehyde[c] + H2O2[c] + methylamine[c]","1.4.3.4",NA,"MAOA;MAOB","1.4.3.4","ENSG00000069535 or ENSG00000189221","MAOB or MAOA","MAOA;MAOB","1.4.3.4","MAOA;MAOB","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1630","C05588_c + C00001_c + C00007_c","C05583_c + C00027_c + C00218_c"
"BDRL_M_1631","R04903","MAR04559","TRUE","FALSE","FALSE","TRUE","Tryptophan metabolism;Metabolic pathways","rn00380;rn01100","C05634 + C00003 + C00001 <=> C05635 + C00080 + C00004","C05634_c + C00003_c + C00001_c","C05635_c + C00080_c + C00004_c","5-Hydroxyindoleacetaldehyde + NAD+ + H2O","5-Hydroxyindoleacetate + H+ + NADH","5-Hydroxyindoleacetaldehyde + NAD+ + H2O = 5-Hydroxyindoleacetate + H+ + NADH","5-hydroxyindoleacetaldehyde[c] + H2O[c] + NAD+[c] => 5-hydroxyindoleacetate[c] + 2 H+[c] + NADH[c]","1.2.1.3","31218","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","1.2.1.3","ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904","ALDH3A2 or ALDH2 or ALDH1B1 or ALDH9A1 or ALDH7A1","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","1.2.1.3","ALDH2;ALDH1B1;ALDH9A1;ALDH3A2;ALDH7A1","31215","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1631","C05634_c + C00003_c + C00001_c","C05635_c + C00080_c + C00004_c"
